#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  60
#! SET periodic_psi true
   -3.141592654   -3.141592654   16.667040887  -48.552849793   14.693095452
   -3.036872898   -3.141592654   12.086881957  -38.836774145   14.031045513
   -2.932153143   -3.141592654    8.542689526  -28.839148899   13.949151573
   -2.827433388   -3.141592654    6.037093265  -19.100716876   14.725813514
   -2.722713633   -3.141592654    4.505803320  -10.358937573   16.208584710
   -2.617993878   -3.141592654    3.811793784   -3.174143260   17.917436121
   -2.513274123   -3.141592654    3.785185422    2.427791678   19.348889013
   -2.408554368   -3.141592654    4.279572096    6.824584596   20.249551294
   -2.303834613   -3.141592654    5.185783269   10.303572207   20.723172018
   -2.199114858   -3.141592654    6.403288949   12.646727601   21.102864031
   -2.094395102   -3.141592654    7.791923316   13.540534930   21.687659107
   -1.989675347   -3.141592654    9.194176127   12.930144219   22.525815280
   -1.884955592   -3.141592654   10.475755229   11.339501877   23.366401994
   -1.780235837   -3.141592654   11.575164146    9.619623463   23.887421638
   -1.675516082   -3.141592654   12.522127021    8.501706546   23.982943003
   -1.570796327   -3.141592654   13.415571037    8.699534825   23.983010078
   -1.466076572   -3.141592654   14.431462012   11.009053295   24.588907539
   -1.361356817   -3.141592654   15.837761066   16.273891120   26.552804644
   -1.256637061   -3.141592654   17.975660950   25.012151350   30.292770027
   -1.151917306   -3.141592654   21.191944144   36.576735206   35.625351608
   -1.047197551   -3.141592654   25.689575770   49.158766096   41.753073295
   -0.942477796   -3.141592654   31.441757413   60.074491612   47.464366269
   -0.837758041   -3.141592654   38.148534569   67.138573442   51.446117474
   -0.733038286   -3.141592654   45.338302413   69.191724386   52.683200514
   -0.628318531   -3.141592654   52.481057389   66.366106713   50.682252576
   -0.523598776   -3.141592654   59.108700444   59.566449087   45.621518741
   -0.418879020   -3.141592654   64.871370137   50.031255552   38.262042600
   -0.314159265   -3.141592654   69.546489871   39.011905083   29.701591725
   -0.209439510   -3.141592654   73.029893132   27.417901221   21.014949423
   -0.104719755   -3.141592654   75.291908045   15.688177114   12.920046996
    0.000000000   -3.141592654   76.318949049    3.767816889    5.643588480
    0.104719755   -3.141592654   76.067940376   -8.808811701   -0.978531472
    0.209439510   -3.141592654   74.443827264  -22.468664955   -7.190347143
    0.314159265   -3.141592654   71.335145775  -37.065425761  -12.997491262
    0.418879020   -3.141592654   66.696292503  -51.363681998  -18.027997606
    0.523598776   -3.141592654   60.673843814  -63.027121371  -21.708591470
    0.628318531   -3.141592654   53.697689315  -69.030535789  -23.575653452
    0.733038286   -3.141592654   46.507936531  -66.765843639  -23.554541516
    0.837758041   -3.141592654   40.044737436  -55.152645271  -21.931055206
    0.942477796   -3.141592654   35.238634354  -35.555322099  -19.169450476
    1.047197551   -3.141592654   32.747729972  -11.701848497  -15.728353423
    1.151917306   -3.141592654   32.765264212   11.537013719  -12.019580726
    1.256637061   -3.141592654   34.989998889   29.881505363   -8.459033516
    1.361356817   -3.141592654   38.769115225   41.031679752   -5.459483601
    1.466076572   -3.141592654   43.328286002   44.949610173   -3.325538489
    1.570796327   -3.141592654   47.985398658   43.249119939   -2.136169417
    1.675516082   -3.141592654   52.265903065   38.130247731   -1.714884034
    1.780235837   -3.141592654   55.918230584   31.478135088   -1.680119716
    1.884955592   -3.141592654   58.843932682   24.326261907   -1.586119662
    1.989675347   -3.141592654   60.998531985   16.650643695   -1.036513683
    2.094395102   -3.141592654   62.293543303    7.736851108    0.195983288
    2.199114858   -3.141592654   62.551245753   -3.316471731    2.105521515
    2.303834613   -3.141592654   61.522155445  -16.778622470    4.485640902
    2.408554368   -3.141592654   58.984607911  -31.868416382    7.053653743
    2.513274123   -3.141592654   54.858135764  -46.756099666    9.557017905
    2.617993878   -3.141592654   49.291110500  -58.946107205   11.816730102
    2.722713633   -3.141592654   42.684354600  -66.322867215   13.685692793
    2.827433388   -3.141592654   35.604303665  -67.959340852   14.993439877
    2.932153143   -3.141592654   28.632472611  -64.459506837   15.569129424
    3.036872898   -3.141592654   22.227422140  -57.440236200   15.379684956

   -3.141592654   -3.036872898   18.475246985  -49.344900125   19.791246069
   -3.036872898   -3.036872898   13.821282954  -39.351551286   19.073366317
   -2.932153143   -3.036872898   10.261063190  -28.580052047   18.838267844
   -2.827433388   -3.036872898    7.829350050  -17.976523344   19.420061732
   -2.722713633   -3.036872898    6.447790881   -8.707195403   20.719359674
   -2.617993878   -3.036872898    5.930668621   -1.531237237   22.312613852
   -2.513274123   -3.036872898    6.056134141    3.645422937   23.733046286
   -2.408554368   -3.036872898    6.649981092    7.520184946   24.710379724
   -2.303834613   -3.036872898    7.609503145   10.673845328   25.254432151
   -2.199114858   -3.036872898    8.862240617   12.997491590   25.550385471
   -2.094395102   -3.036872898   10.294987525   14.046555200   25.800001198
   -1.989675347   -3.036872898   11.756193309   13.514964454   26.068535462
   -1.884955592   -3.036872898   13.093542708   11.780032493   26.276544350
   -1.780235837   -3.036872898   14.224202417    9.764031349   26.356939475
   -1.675516082   -3.036872898   15.176985107    8.522008906   26.409353935
   -1.570796327   -3.036872898   16.088011089    9.130106247   26.808550643
   -1.466076572   -3.036872898   17.200299098   12.533753661   28.111556413
   -1.361356817   -3.036872898   18.846913574   19.393420031   30.779598428
   -1.256637061   -3.036872898   21.397639442   29.725958650   34.915046844
   -1.151917306   -3.036872898   25.166671180   42.275035061   40.069347187
   -1.047197551   -3.036872898   30.265252363   54.733653142   45.300845547
   -0.942477796   -3.036872898   36.538316771   64.229106990   49.404428594
   -0.837758041   -3.036872898   43.556189980   68.783885394   51.259042579
   -0.733038286   -3.036872898   50.757537799   67.726648388   50.201452716
   -0.628318531   -3.036872898   57.583021489   61.845545709   46.178988436
   -0.523598776   -3.036872898   63.603453911   52.645826340   39.743890746
   -0.418879020   -3.036872898   68.559744694   41.739765741   31.837916244
   -0.314159265   -3.036872898   72.341827867   30.418510857   23.476898269
   -0.209439510   -3.036872898   74.944804761   19.294313936   15.456534260
   -0.104719755   -3.036872898   76.396216310    8.345761106    8.141204971
    0.000000000   -3.036872898   76.691480163   -2.906959442    1.479161188
    0.104719755   -3.036872898   75.763944112  -15.090035993   -4.806677435
    0.209439510   -3.036872898   73.496396432  -28.455172046  -10.887556233
    0.314159265   -3.036872898   69.786938673  -42.454509770  -16.572455431
    0.418879020   -3.036872898   64.640637077  -55.539832890  -21.266241499
    0.523598776   -3.036872898   58.270969630  -65.387942313  -24.261442817
    0.628318531   -3.036872898   51.154202925  -69.353722859  -25.125095752
    0.733038286   -3.036872898   44.027390651  -65.308576418  -23.973203793
    0.837758041   -3.036872898   37.785741955  -52.473140873  -21.366279321
    0.942477796   -3.036872898   33.299032085  -32.216516513  -18.003405586
    1.047197551   -3.036872898   31.173291805   -8.125388044  -14.438924322
    1.151917306   -3.036872898   31.563287392   15.021517490  -11.018832054
    1.256637061   -3.036872898   34.134520236   32.961675337   -7.975528804
    1.361356817   -3.036872898   38.202784663   43.437701156   -5.491602714
    1.466076572   -3.036872898   42.972681168   46.567098915   -3.648512023
    1.570796327   -3.036872898   47.761856111   44.185552050   -2.354200986
    1.675516082   -3.036872898   52.117269225   38.676404812   -1.364661518
    1.780235837   -3.036872898   55.822698528   31.989234580   -0.387026105
    1.884955592   -3.036872898   58.814396540   25.108859120    0.789016984
    1.989675347   -3.036872898   61.074197988   17.897032068    2.261220019
    2.094395102   -3.036872898   62.526008254    9.479551514    4.032669695
    2.199114858   -3.036872898   62.988950927   -1.172456708    6.045685796
    2.303834613   -3.036872898   62.199026432  -14.393199119    8.229006399
    2.408554368   -3.036872898   59.916542857  -29.409280940   10.522310581
    2.513274123   -3.036872898   56.045673353  -44.355063548   12.889457583
    2.617993878   -3.036872898   50.721784589  -56.732138658   15.267593559
    2.722713633   -3.036872898   44.329052342  -64.488001201   17.493268492
    2.827433388   -3.036872898   37.409362552  -66.772614610   19.273799773
    2.932153143   -3.036872898   30.518296365  -64.126461422   20.285706513
    3.036872898   -3.036872898   24.105258509  -57.881741624   20.380336853

   -3.141592654   -2.932153143   20.813660167  -49.973570609   24.703591856
   -3.036872898   -2.932153143   16.091266998  -39.925758554   24.137923008
   -2.932153143   -2.932153143   12.497992835  -28.578760838   23.737639734
   -2.827433388   -2.932153143   10.105489384  -17.239334535   23.864926115
   -2.722713633   -2.932153143    8.831411304   -7.451992227   24.551221975
   -2.617993878   -2.932153143    8.455121836   -0.163480768   25.574035489
   -2.513274123   -2.932153143    8.713814674    4.780969577   26.640316183
   -2.408554368   -2.932153143    9.406817002    8.272930668   27.527906080
   -2.303834613   -2.932153143   10.426196950   11.075734781   28.126385545
   -2.199114858   -2.932153143   11.707732724   13.172775116   28.398906612
   -2.094395102   -2.932153143   13.151071927   14.090035598   28.377811897
   -1.989675347   -2.932153143   14.611741277   13.462280134   28.127061395
   -1.884955592   -2.932153143   15.940024134   11.672949568   27.775381727
   -1.780235837   -2.932153143   17.062063823    9.734418269   27.562203526
   -1.675516082   -2.932153143   18.029044803    8.881488831   27.813231661
   -1.570796327   -2.932153143   19.016712405   10.318022813   28.902965082
   -1.466076572   -2.932153143   20.313970103   14.928973148   31.139331480
   -1.361356817   -2.932153143   22.281207853   23.113199883   34.573839392
   -1.256637061   -2.932153143   25.278095113   34.429762055   38.907439974
   -1.151917306   -2.932153143   29.557465833   47.159738290   43.423960258
   -1.047197551   -2.932153143   35.128692668   58.690408798   47.137815769
   -0.942477796   -2.932153143   41.719215802   66.172389679   49.037036248
   -0.837758041   -2.932153143   48.801690899   68.006881922   48.403331510
   -0.733038286   -2.932153143   55.770350472   64.099314782   45.063390696
   -0.628318531   -2.932153143   62.084227654   55.829536104   39.412277527
   -0.523598776   -2.932153143   67.386221433   45.110591548   32.248498843
   -0.418879020   -2.932153143   71.516857687   33.661234590   24.501715103
   -0.314159265   -2.932153143   74.460317263   22.593353554   16.933553295
   -0.209439510   -2.932153143   76.276113699   12.121890839    9.971304203
   -0.104719755   -2.932153143   77.011187513    1.812147159    3.628506600
    0.000000000   -2.932153143   76.643518256   -9.086567195   -2.361244700
    0.104719755   -2.932153143   75.074674834  -21.174556304   -8.314068897
    0.209439510   -2.932153143   72.175194123  -34.384048193  -14.287017694
    0.314159265   -2.932153143   67.873349623  -47.704277809  -19.898930600
    0.418879020   -2.932153143   62.246937062  -59.309900760  -24.365715724
    0.523598776   -2.932153143   55.590367735  -67.005693079  -26.854949878
    0.628318531   -2.932153143   48.425917776  -68.671541464  -26.916324428
    0.733038286   -2.932153143   41.472750679  -62.786577706  -24.762149901
